channel_name,channel_id,channel_url,channel_description,channel_join_date,subscriber_count,video_id,video_url,title,description,published_at,tags,view_count,like_count,dislike_count,comment_count,duration_seconds,views_per_sub,like_per_view,dislike_per_view,comment_per_view,video_count,avg_views_per_sub,avg_like_per_view,avg_dislike_per_view,avg_comment_per_view
Airbnb,UCCww-R0oM_CQWXerBcNyKKw,https://www.youtube.com/@Airbnb,"Airbnb was born in 2007 when two Hosts welcomed three guests to their San Francisco home, and has since grown to over 5 million Hosts who have welcomed over 1.5 billion guest arrivals in almost every country across the globe. Every day, Hosts offer unique stays and experiences that make it possible for guests to connect with communities in a more authentic way.",2010-03-05T17:27:39Z,655000,I4MCFPG0MZg,https://www.youtube.com/watch?v=I4MCFPG0MZg,How is it Different? | Travel Tips | Airbnb,"The Airbnb community of guests and hosts explores how traveling with Airbnb leads to unique experiences all over the world. 

SUBSCRIBE: https://www.youtube.com/channel/UCCww-R0oM_CQWXerBcNyKKw?sub_confirmation=1

About Airbnb:
Airbnb is a platform that connects people from around the world to incredible places to stay and interesting things to do. Whether an apartment for a night, a castle for a week, or salsa lessons in Havana to help you truly live there. The Airbnb community aims to create a world where all 7.5 billion people can belong anywhere.

Connect with Airbnb:
Visit Airbnb Website: https://www.airbnb.com
Like Airbnb on FACEBOOK: https://www.facebook.com/airbnb/
Follow Airbnb on TWITTER: https://twitter.com/airbnb
Follow Airbnb on INSTAGRAM: https://www.instagram.com/airbnb/
Follow Airbnb on LINKEDIN: https://www.linkedin.com/company-beta/309694/
Follow Airbnb on PINTEREST: https://www.pinterest.com/airbnb/

How is it Different? | Travel Tips | Airbnb
https://www.youtube.com/user/Airbnb",2016-05-05T00:44:50Z,"community,space,connect,travelers,home share,private home,boats,hobbit houses,camper vans,local,experience,AIRBNB2017FS,Airbnb,Air bnb,Airbnb Host,Airbnb Guest,Best Airbnb,Airbnb UK,Airbnb London,Airbnb New York,Airbnb France,Airbnb Paris,Travel,Airbnb Booking,All-In-One,Hotel,Airbnb stories,Airtv,Local Lens,Based on a True Review,Brought to You By,Not Yet Trending,Live From,travel stories,holiday,hospitality,vacation",475069,16.0,,1,57,0.7252961832061069,3.3679318162203805e-05,,2.104957385137738e-06,58,11.348714398525928,0.0005537454440578966,,1.86389824978624e-05
Sony,UCVjS9AuBloqJJjhsy3vIfug,https://www.youtube.com/@Sony,"The Official Global YouTube channel for Sony.

This channel complies with following Sony Terms and Conditions: 
https://www.sony.com/en/socialmediapolicy/socialmedia_terms-conditions.html
",2005-09-30T18:45:07Z,667000,qiw0sCNP8ck,https://www.youtube.com/watch?v=qiw0sCNP8ck,VISION-S | Arrived in Tokyo for development,"Japanese below:
VISION-S Prototype has arrived in Tokyo for advancing our sensing and audio technologies. The prototype vehicle is also currently under development for public road testing this fiscal year.

See more about Sony’s ""VISION-S"".
https://www.sony.net/SonyInfo/vision-s/

東京での開発
センシングやオーディオ技術の更なる深化に向け、「VISION-S Prototype」を東京へ搬送しました。また、試作車両は今年度中の公道走行を目指して開発を進めています。


Sony’s ""VISION-S"" ウェブサイト
https://www.sony.co.jp/SonyInfo/vision-s/",2020-07-28T01:00:12Z,"VISION-S,Prototype,Car,Vehicle,Concept car,Concept Vehicle",643380,15679.0,,1143,85,0.9645877061469266,0.024369734837887406,,0.0017765550685442508,57,2.3941651016596963,0.007838115910050514,,0.00024934241039184746
Sony,UCVjS9AuBloqJJjhsy3vIfug,https://www.youtube.com/@Sony,"The Official Global YouTube channel for Sony.

This channel complies with following Sony Terms and Conditions: 
https://www.sony.com/en/socialmediapolicy/socialmedia_terms-conditions.html
",2005-09-30T18:45:07Z,667000,HBob5Hy6uuU,https://www.youtube.com/watch?v=HBob5Hy6uuU,PlayStation 1 on a 35-foot screen,#Sony,2024-05-01T16:00:57Z,"SONY,Sony,sony,Sonygroup,sony electronics,sony corporation,Technology,tech,Creativity,entertainment",2017738,87746.0,,3575,21,3.025094452773613,0.04348731103840043,,0.001771786029702568,57,2.3941651016596963,0.007838115910050514,,0.00024934241039184746
Sony,UCVjS9AuBloqJJjhsy3vIfug,https://www.youtube.com/@Sony,"The Official Global YouTube channel for Sony.

This channel complies with following Sony Terms and Conditions: 
https://www.sony.com/en/socialmediapolicy/socialmedia_terms-conditions.html
",2005-09-30T18:45:07Z,667000,g_-b-IhVywE,https://www.youtube.com/watch?v=g_-b-IhVywE,[SCC]Highlighted moments of the Sony Creators Conference - Animation and Music | Sony Official,"The Sony Creators Conference has inspired us all! ✨ 
Here is a short video for you to catch the most highlighted moments of “Animation and Music” elements! At the same time, you can still watch all sessions on the official global YouTube channel for Sony Group, including these talks with top creators who work at the intersection of creativity and technology! Let us know which topic you liked the most in the comments!

🖌️New technology is helping design ideas. Artist and technologist Yiotis Katsambas, who is the executive director of technology for Sony Pictures Animation, explains how.

🕷️Explore Imageworks’ innovative approach to creating the unique and groundbreaking visuals for “Spider-Man: Across the Spider-Verse” and “Guardians of the Galaxy Vol. 3” with Mike Ford, chief technology officer at Sony Pictures Imageworks.

📹 New approaches from Sony Immersive Studios to filming music videos using the latest virtual production technology, expanding the artist’s world beyond media.

There are 2 more highlight videos introducing “Gaming and Film” elements and “Keynote” as well! Don’t miss them!

Click here to find more about Sony Creators Conference!​ 
https://square.sony.com/scc2023/

#sony 
#sonycreatorsconference 
#siggraph2023 

----------------------------------------­------------
 - Sony Group Portal
https://www.sony.com/

 -  Sony Group Twitter
https://twitter.com/sonygroupglobal

 -  Sony Group Instagram
https://www.instagram.com/sonygroup.global/

 -  Sony Group Facebook
https://www.facebook.com/SonyGroup.Global

#Sony",2023-08-23T03:47:29Z,"SONY,Sony,sony,Sonygroup,sony electronics,sony corporation,Technology,tech,Creativity,entertainment",1806837,123.0,,8,43,2.7089010494752626,6.807476269303762e-05,,4.4276268418235846e-06,57,2.3941651016596963,0.007838115910050514,,0.00024934241039184746
Sony,UCVjS9AuBloqJJjhsy3vIfug,https://www.youtube.com/@Sony,"The Official Global YouTube channel for Sony.

This channel complies with following Sony Terms and Conditions: 
https://www.sony.com/en/socialmediapolicy/socialmedia_terms-conditions.html
",2005-09-30T18:45:07Z,667000,56o8nxxzMWA,https://www.youtube.com/watch?v=56o8nxxzMWA,Beyond The Screen: A Quickfire Q&A with Kat Harris | Sony Official,"Meet Kat Harris, Virtual Production Supervisor who tells you what it is like to work at Torchlight.  These aren’t your average work tasks.

Find more stories at https://www.sony.com/en/brand/beyondthescreen/torchlight

Follow Sony Group Social Media
Instagram: https://www.instagram.com/sonygroup.global/
Facebook: https://www.facebook.com/SonyGroup.Global
Twitter(X): https://twitter.com/sonygroupglobal
LinkedIn: https://www.linkedin.com/company/sony/　

#BeyondTheScreen #Sony",2024-02-01T00:15:41Z,"SONY,Sony,sony,Sonygroup,sony electronics,sony corporation,Technology,tech,Creativity,entertainment,Torchlight",812089,60.0,,3,30,1.2175247376311844,7.388352754439476e-05,,3.694176377219738e-06,57,2.3941651016596963,0.007838115910050514,,0.00024934241039184746
Sony,UCVjS9AuBloqJJjhsy3vIfug,https://www.youtube.com/@Sony,"The Official Global YouTube channel for Sony.

This channel complies with following Sony Terms and Conditions: 
https://www.sony.com/en/socialmediapolicy/socialmedia_terms-conditions.html
",2005-09-30T18:45:07Z,667000,kcd3GpOkD2M,https://www.youtube.com/watch?v=kcd3GpOkD2M,Create Your Way [Starring Real Creators] | Sony,"Every creator has a unique journey, but it's our shared drive and passion that connect us all. When you’re in the zone, it’s not about rules or limits—it’s about losing yourself in the process and letting your ideas take over. From every beat to every frame, we're here to help you create your way. Watch how creators push through obstacles to bring their visions to life.

Featuring: Alice Chater (@alicechatermusic, Epic Records), Enkrypt (@enkryptlosangeles), Joanna Wang (Production Art Director, Ghost of Yōtei, Sucker Punch Productions), Tomoko Ida (@tomokoida, Sony Music Publishing), Sony's Torchlight technology for real-time visualization and Venom: The Last Dance.

Watch the Create Your Way (with Audio Description) video here: https://youtu.be/eBPk1-Ru8aM

----------------------------------------­------------
 - Sony Group Portal
https://www.sony.com/en

 -  Sony Group X (formerly Twitter)
https://x.com/Sony

 -  Sony Group Instagram
https://www.instagram.com/sony/

 -  Sony Group Facebook
https://www.facebook.com/Sony


#Sony",2025-01-13T14:02:22Z,"SONY,Sony,sony,Sonygroup,sony electronics,sony corporation,Technology,tech,Creativity,entertainment",386369,340.0,,20,61,0.579263868065967,0.0008799877836990028,,5.176398727641193e-05,57,2.3941651016596963,0.007838115910050514,,0.00024934241039184746
Sony,UCVjS9AuBloqJJjhsy3vIfug,https://www.youtube.com/@Sony,"The Official Global YouTube channel for Sony.

This channel complies with following Sony Terms and Conditions: 
https://www.sony.com/en/socialmediapolicy/socialmedia_terms-conditions.html
",2005-09-30T18:45:07Z,667000,y7mIVxbPfeI,https://www.youtube.com/watch?v=y7mIVxbPfeI,A breakdown of the final scenes in Whiplash,#Sony,2024-05-30T18:23:16Z,"SONY,Sony,sony,Sonygroup,sony electronics,sony corporation,Technology,tech,Creativity,entertainment",340358,22795.0,,115,60,0.5102818590704647,0.06697359838758013,,0.00033787952685113907,57,2.3941651016596963,0.007838115910050514,,0.00024934241039184746
Sony,UCVjS9AuBloqJJjhsy3vIfug,https://www.youtube.com/@Sony,"The Official Global YouTube channel for Sony.

This channel complies with following Sony Terms and Conditions: 
https://www.sony.com/en/socialmediapolicy/socialmedia_terms-conditions.html
",2005-09-30T18:45:07Z,667000,RIZzjwGTqfE,https://www.youtube.com/watch?v=RIZzjwGTqfE,Beyond the Screen: Tech Favorites | Sony Official,"We dropped fans into our Future Immersive Entertainment Concept and asked them to pick their favorite pieces of tech from the experience. From the Crystal LED to the 360 Reality Audio, here are just a few of their favorite innovations.

Find more stories at https://www.sony.com/en/brand/beyondthescreen/future-immersive-entertainment-concept/ 

Follow Sony Group Social Media
Sony Group Portal https://www.sony.com/en 
Sony Group X (formerly Twitter) https://x.com/Sony
Sony Group Instagram https://www.instagram.com/sony/
Sony Group Facebook https://www.facebook.com/Sony/

#SonyCES #Sony #BeyondTheScreen #TheLastOfUs",2025-02-28T09:51:45Z,"SONY,Sony,sony,Sonygroup,sony electronics,sony corporation,Technology,tech,Creativity,entertainment",948761,47.0,,5,21,1.4224302848575712,4.9538292573155934e-05,,5.2700311248038234e-06,57,2.3941651016596963,0.007838115910050514,,0.00024934241039184746
Sony,UCVjS9AuBloqJJjhsy3vIfug,https://www.youtube.com/@Sony,"The Official Global YouTube channel for Sony.

This channel complies with following Sony Terms and Conditions: 
https://www.sony.com/en/socialmediapolicy/socialmedia_terms-conditions.html
",2005-09-30T18:45:07Z,667000,KymaqNGSFY8,https://www.youtube.com/watch?v=KymaqNGSFY8,4K HDR TV - Technology Overview,"Be ready for the future of picture quality. Our 4K HDR TVs are compatible with latest HDR movies and shows. You’ll see a greater range of brightness with a wider colour spectrum, and exceptional contrast, clarity and detail that goes beyond 4K.
View more videos at: https://www.youtube.com/playlist?list=PLS7HhJc1FK0OLHYMEgUNlCklWILjeq05v

-AI34------------------
4K: 3,840 x 2,160 pixels
Actual product design may be different depending on region
Visual effects and UI are simulated

""SONY"" and ""BRAVIA"" are trademarks of Sony Corporation.AK38",2016-05-06T00:01:18Z,"yt:cc=on,4K,4K TV,4K Ultra HD,TV,Sony,Sony TV,BRAVIA,4K HDR TV,4K HDR,HDR,4K HDR Ultra HD,High Dynamic Range,X1,4K Processor X1,4K X Reality PRO,Triluminos,X-tended Dynamic Range PRO,Most beautiful TV,Technology,explanation,what is 4K HDR",354116,871.0,,75,90,0.5309085457271364,0.0024596459917089314,,0.00021179500502660145,57,2.3941651016596963,0.007838115910050514,,0.00024934241039184746
Sony,UCVjS9AuBloqJJjhsy3vIfug,https://www.youtube.com/@Sony,"The Official Global YouTube channel for Sony.

This channel complies with following Sony Terms and Conditions: 
https://www.sony.com/en/socialmediapolicy/socialmedia_terms-conditions.html
",2005-09-30T18:45:07Z,667000,AQ6_ir9ndH4,https://www.youtube.com/watch?v=AQ6_ir9ndH4,Highlights From The Future Of Creativity @Sony CES 2025 | Official Video #Sony #SonyCES,"From new technologies to new ways to explore narratives, we’re helping creators blur the line between the physical world and virtual reality. See the sights, sounds, and beyond at Sony CES 2025–where we shared our vision for the future of creativity and entertainment.

For a full archive, please visit this page :
https://youtube.com/live/IV95SMpTW-M​

​- Sony Group's CES 2025 Special Site​
https://www.sony.com/en/brand/ces2025/

Follow Sony Group social media for more #SonyCES updates. ​
Sony Group X (formerly Twitter) https://x.com/Sony​
Sony Group Instagram https://www.instagram.com/sony/​
Sony Group Facebook https://www.facebook.com/Sony/  ​
#SonyCES #Sony​",2025-01-10T05:11:46Z,"SONY,Sony,sony,Sonygroup,sony electronics,sony corporation,Technology,tech,Creativity,entertainment",1504986,139.0,,2,44,2.256350824587706,9.235966314636814e-05,,1.3289160164945056e-06,57,2.3941651016596963,0.007838115910050514,,0.00024934241039184746
Sony,UCVjS9AuBloqJJjhsy3vIfug,https://www.youtube.com/@Sony,"The Official Global YouTube channel for Sony.

This channel complies with following Sony Terms and Conditions: 
https://www.sony.com/en/socialmediapolicy/socialmedia_terms-conditions.html
",2005-09-30T18:45:07Z,667000,Icwv-npTGNI,https://www.youtube.com/watch?v=Icwv-npTGNI,aibo meets New York: Hannah,"You’ve heard of love at first sight… but what about love at first bark? #aibo

#sony #robotics #electronics #newyork #nyc",2018-11-15T16:26:03Z,"yt:cc=on,sony,robots,robotics,aibo,sony aibo,electronics,new york",464881,99.0,,3,15,0.6969730134932534,0.0002129577246650218,,6.453264383788539e-06,57,2.3941651016596963,0.007838115910050514,,0.00024934241039184746
Sony,UCVjS9AuBloqJJjhsy3vIfug,https://www.youtube.com/@Sony,"The Official Global YouTube channel for Sony.

This channel complies with following Sony Terms and Conditions: 
https://www.sony.com/en/socialmediapolicy/socialmedia_terms-conditions.html
",2005-09-30T18:45:07Z,667000,-sG9xcKPTcM,https://www.youtube.com/watch?v=-sG9xcKPTcM,15s｜Through Mom’s eyes｜BRAVIA 2024 | Sony Official,"#SonyBRAVIA #Cinemaiscominghome#BRAVIA2024
Learn more:https://www.sony.net/tv_cinemaiscominghome?cate
2024 The new BRAVIA :CINEMA IS COMING HOME
Come together around the screen and immerse together in the scene with true-to-life picture and surround sound made for movies. 
Make the movies move you closer, see them in a new light, hear them in a new way. 
Fill the room with stories and make your living room a truly living space.
----------------------------------------­------------
 - Sony Group Portal
https://www.sony.com/en

 -  Sony Group X (formerly Twitter)
https://twitter.com/sonygroupglobal

 -  Sony Group Instagram
https://www.instagram.com/sonygroup.global/

 -  Sony Group Facebook
https://www.facebook.com/SonyGroup.Global
----------------------------------------­------------
""Sony"" and ""BRAVIA"" are trademarks of Sony Corporation. 
Visual effects and UI are simulated. 
Model availability and design vary by region.
----------------------------------------­------------",2024-04-18T04:46:43Z,"SONY,Sony,sony,Sonygroup,sony electronics,sony corporation,Technology,tech,Creativity,entertainment,sonytv,BRAVIA,bravia,tv,TV,soundbar,hometheater,movie,cinema,movienight,theater,drama,creator,samsung,lg,dobly,IMAX",7623611,310.0,,11,15,11.429701649175412,4.066314506340893e-05,,1.442885792572575e-06,57,2.3941651016596963,0.007838115910050514,,0.00024934241039184746
Sony,UCVjS9AuBloqJJjhsy3vIfug,https://www.youtube.com/@Sony,"The Official Global YouTube channel for Sony.

This channel complies with following Sony Terms and Conditions: 
https://www.sony.com/en/socialmediapolicy/socialmedia_terms-conditions.html
",2005-09-30T18:45:07Z,667000,nrwFIvD1XbU,https://www.youtube.com/watch?v=nrwFIvD1XbU,Beyond the Screen: Creating Future Immersive Entertainment [30sec version] | Sony Official,"We brought a collection of Sony's technologies together to create a groundbreaking immersive experience featuring The Last of Us Part II. With innovations like 360 Reality Audio, Crystal LED, Mimic Controller*, and Grid Scent—we transported fans right into the world of the game. In this Future Immersive Entertainment Concept, we created a new way to experience a beloved franchise through this entirely new touchpoint. 
*Mimic is a prototype R&D controller

Find more stories at https://www.sony.com/en/brand/beyondthescreen/future-immersive-entertainment-concept/ 

Follow Sony Group Social Media
Sony Group Portal https://www.sony.com/en 
Sony Group X (formerly Twitter) https://x.com/Sony
Sony Group Instagram https://www.instagram.com/sony/
Sony Group Facebook https://www.facebook.com/Sony/

#SonyCES #Sony #BeyondTheScreen #TheLastOfUs",2025-02-28T09:49:43Z,"SONY,Sony,sony,Sonygroup,sony electronics,sony corporation,Technology,tech,Creativity,entertainment",2659411,70.0,,2,28,3.9871229385307347,2.6321617831918422e-05,,7.520462237690978e-07,57,2.3941651016596963,0.007838115910050514,,0.00024934241039184746
Sony,UCVjS9AuBloqJJjhsy3vIfug,https://www.youtube.com/@Sony,"The Official Global YouTube channel for Sony.

This channel complies with following Sony Terms and Conditions: 
https://www.sony.com/en/socialmediapolicy/socialmedia_terms-conditions.html
",2005-09-30T18:45:07Z,667000,3gySUTJUqgs,https://www.youtube.com/watch?v=3gySUTJUqgs,ULT WEAR x Peso Pluma | Sony Official,"Dive into a world of massive bass with GRAMMY Award winner and global sensation Peso Pluma. With Sony’s ULT POWER SOUND series wireless noise canceling headphones he can turn any space into the ultimate vibe.

#Sony #ForTheMusic #PesoPluma #ULTPOWERSOUND

Official web page:
https://www.sony.co.uk/headphones/products/wh-ult900n

Learn more about ULT POWER SOUND series:
https://www.sony.net/ult-power-sound

----------------------------------------­------------
 - Sony Group Portal
https://www.sony.com/en

 -  Sony Group X (formerly Twitter)
https://twitter.com/sonygroupglobal

 -  Sony Group Instagram
https://www.instagram.com/sonygroup.global/

 -  Sony Group Facebook
https://www.facebook.com/SonyGroup.Global",2024-04-11T16:00:03Z,"SONY,Sony,sony,Sonygroup,sony electronics,sony corporation,Technology,tech,Creativity,entertainment,ULT WEAR,Peso Pluma,WH-ULT900N,ULT,ULT POWER SOUND Series,wireless,headphones,Extra bass,bass,Powerful sound,bluetooth,Noise,Cancelling,Canceling,ambient,world,sound,audio,music,call,quality,hands-free,clear,clarity,deep,immerse,vocal,voice,artist,sensor,power,long,battery,quick,charge,charging,stable,comfort,secure,fit,multipoint,portable,compact,immersive",490505,430.0,,53,21,0.7353898050974512,0.0008766475367223576,,0.00010805190568903477,57,2.3941651016596963,0.007838115910050514,,0.00024934241039184746
Sony,UCVjS9AuBloqJJjhsy3vIfug,https://www.youtube.com/@Sony,"The Official Global YouTube channel for Sony.

This channel complies with following Sony Terms and Conditions: 
https://www.sony.com/en/socialmediapolicy/socialmedia_terms-conditions.html
",2005-09-30T18:45:07Z,667000,yIntMJxDP3s,https://www.youtube.com/watch?v=yIntMJxDP3s,"Zara Larsson's ""Talk About Love"" in 360 Reality Audio live performance","Experience Zara Larsson's exclusive live performance video in 360 Reality Audio 🎧

Learn more at https://go.sony.com/35DfLFF

#SonyCES #Sony #CES #ZaraLarsson #360RA",2021-01-13T15:15:02Z,"yt:cc=on,sony,sony electronics,entertainment,technology,sony corporation,sony group,tech",338203,504.0,,9,32,0.5070509745127436,0.0014902292410179684,,2.6611236446749438e-05,57,2.3941651016596963,0.007838115910050514,,0.00024934241039184746
Sony,UCVjS9AuBloqJJjhsy3vIfug,https://www.youtube.com/@Sony,"The Official Global YouTube channel for Sony.

This channel complies with following Sony Terms and Conditions: 
https://www.sony.com/en/socialmediapolicy/socialmedia_terms-conditions.html
",2005-09-30T18:45:07Z,667000,9r-1b1DMkS0,https://www.youtube.com/watch?v=9r-1b1DMkS0,[SCC]Highlighted moments of the Sony Creators Conference - Gaming and Film | Sony Official,"The Sony Creators Conference was unforgettable! ✨ 
Here is a short video for you to catch the most highlighted moments of “Gaming and Film” elements! At the same time, you can still watch all sessions on Sony Group’s official YouTube channel, featuring talks with top creators who work at the intersection of creativity and technology️! Let us know which topic you liked the most in the comments!

🏎️Discover how Sony AI developed a novel reinforcement learning platform to train a superhuman racing agent to master the complex sport of race car driving in the highly realistic driving simulator Gran Turismo™ (GT) Sport. You’ll hear more from Sony AI Director Pete Wurman about the breakthrough technology.

🎮PlayStation Studios continues to push cutting-edge game development technology to new heights. In this exclusive conversation about generative machine learning and rendering technologies, you’ll hear from Meghan Morgan Juinio of Sony Interactive Entertainment, Kentaro Suzuki of Polyphony Digital, Graham Aldridge of Bend Studio, and Logan Olson and Nasir Khalid of Haven Studios.

There are 2 more highlight videos introducing “Animation and Music” elements and “Keynote” as well! Don’t miss them!

Click here to find more about Sony Creators Conference!​ 
https://square.sony.com/scc2023/ ​

#sony 
#sonycreatorsconference 
#siggraph2023 
----------------------------------------­------------
 - Sony Group Portal
https://www.sony.com/

 -  Sony Group Twitter
https://twitter.com/sonygroupglobal

 -  Sony Group Instagram
https://www.instagram.com/sonygroup.global/

 -  Sony Group Facebook
https://www.facebook.com/SonyGroup.Global

#Sony",2023-08-23T03:49:25Z,"SONY,Sony,sony,Sonygroup,sony electronics,sony corporation,Technology,tech,Creativity,entertainment",2269551,105.0,,9,52,3.4026251874062967,4.626465763492426e-05,,3.965542082993508e-06,57,2.3941651016596963,0.007838115910050514,,0.00024934241039184746
Sony,UCVjS9AuBloqJJjhsy3vIfug,https://www.youtube.com/@Sony,"The Official Global YouTube channel for Sony.

This channel complies with following Sony Terms and Conditions: 
https://www.sony.com/en/socialmediapolicy/socialmedia_terms-conditions.html
",2005-09-30T18:45:07Z,667000,BrSTWwgNzlo,https://www.youtube.com/watch?v=BrSTWwgNzlo,Saucy Santana x LinkBuds S,"Saucy Santana is always on with his LinkBuds S #LinkBudsNeverOff
 
LinkBuds S Truly Wireless Earbuds switch automatically between optimized ambient sound or superlative noise canceling for listening without distractions. 
 
Get them here: https://cutt.ly/JZ7PQT0 
----------------------------------------­------------
 - Sony Group Portal
https://www.sony.com/

 -  Sony Group Twitter
https://twitter.com/sonygroupglobal

 -  Sony Group Instagram
https://www.instagram.com/sonygroup.global/

 -  Sony Group Facebook
https://www.facebook.com/SonyGroup.Global

#Sony",2022-08-11T21:00:10Z,"SONY,Sony,sony,Sonygroup,sony electronics,sony corporation,Technology,tech,Creativity,entertainment",760276,327.0,,247,62,1.1398440779610195,0.0004301069611562117,,0.0003248820165308388,57,2.3941651016596963,0.007838115910050514,,0.00024934241039184746
Sony,UCVjS9AuBloqJJjhsy3vIfug,https://www.youtube.com/@Sony,"The Official Global YouTube channel for Sony.

This channel complies with following Sony Terms and Conditions: 
https://www.sony.com/en/socialmediapolicy/socialmedia_terms-conditions.html
",2005-09-30T18:45:07Z,667000,QKNluxnSmF8,https://www.youtube.com/watch?v=QKNluxnSmF8,Sony Headphones WF-SP800N Official Product Video,"Truly wireless noise cancelling headphones for sports with stable BLUETOOTH® wireless connectivity, up to 18hr battery life with charging case, hands-free calling and voice assistant. Boasting an IP55 rating for water and dust resistance, WF-SP800N headphones can even be washed, making them perfect for active lifestyles.

For more detail, please access to :
https://www.sony.co.uk/electronics/truly-wireless/wf-sp800n",2020-05-07T07:00:03Z,"Sony,True,Truly,headphones,Sport,running,tough,workout,sweat,active,training,Noise,Cancelling,Canceling,Adaptive,ambient,sound,control,touch,Quick,Attention,earbuds,earphones,SP800N,XB700,WF,EXTRA,BASS,battery,charging,case,quick,ergonomic,IPX4,IP55,wash,water,dust,resistance,resistant,hands-free,voice,assistant,proof,wireless,bluetooth,stable,connectivity,secure,fit,portable,easy,light,google,Amazon,Alexa,Siri,automatic,adjust,environment,location,360,Reality Audio",481500,7399.0,,414,87,0.7218890554722639,0.01536656282450675,,0.0008598130841121495,57,2.3941651016596963,0.007838115910050514,,0.00024934241039184746
Sony,UCVjS9AuBloqJJjhsy3vIfug,https://www.youtube.com/@Sony,"The Official Global YouTube channel for Sony.

This channel complies with following Sony Terms and Conditions: 
https://www.sony.com/en/socialmediapolicy/socialmedia_terms-conditions.html
",2005-09-30T18:45:07Z,667000,UpwXDxu5gu8,https://www.youtube.com/watch?v=UpwXDxu5gu8,The Future In Virtual Film Production Has Arrived #Sony #SonyCES,"At CES 2025, we unveiled new capabilities for virtual film production, allowing creators to shoot dynamic vehicle scenes in any environment—right from the studio. Plus, we showed how motion and object capture for virtual reality is more approachable and effortless than ever.

For a full archive, please visit this page :
https://youtube.com/live/IV95SMpTW-M​

​- Sony Group's CES 2025 Special Site​
https://www.sony.com/en/brand/ces2025/

Follow Sony Group social media for more #SonyCES updates. ​
Sony Group X (formerly Twitter) https://x.com/Sony​
Sony Group Instagram https://www.instagram.com/sony/​
Sony Group Facebook https://www.facebook.com/Sony/  ​
#SonyCES #Sony​",2025-01-10T03:21:27Z,"SONY,Sony,sony,Sonygroup,sony electronics,sony corporation,Technology,tech,Creativity,entertainment",450935,119.0,,0,51,0.676064467766117,0.00026389612693625465,,0.0,57,2.3941651016596963,0.007838115910050514,,0.00024934241039184746
Sony,UCVjS9AuBloqJJjhsy3vIfug,https://www.youtube.com/@Sony,"The Official Global YouTube channel for Sony.

This channel complies with following Sony Terms and Conditions: 
https://www.sony.com/en/socialmediapolicy/socialmedia_terms-conditions.html
",2005-09-30T18:45:07Z,667000,Ptss662B9aY,https://www.youtube.com/watch?v=Ptss662B9aY,Jungle performing 'Back On 74' at the BRITs,#Sony,2024-05-07T16:14:07Z,"SONY,Sony,sony,Sonygroup,sony electronics,sony corporation,Technology,tech,Creativity,entertainment",8230570,434221.0,,4331,26,12.33968515742129,0.052757099447547376,,0.0005262089988907208,57,2.3941651016596963,0.007838115910050514,,0.00024934241039184746
Sony,UCVjS9AuBloqJJjhsy3vIfug,https://www.youtube.com/@Sony,"The Official Global YouTube channel for Sony.

This channel complies with following Sony Terms and Conditions: 
https://www.sony.com/en/socialmediapolicy/socialmedia_terms-conditions.html
",2005-09-30T18:45:07Z,667000,OrV13Jm9Sck,https://www.youtube.com/watch?v=OrV13Jm9Sck,Sony LinkBuds Official Product Video,"Sony Introduces LinkBuds, a New Frontier for Headphones.

Sony’s unique ring design with audio transparency links online and offline worlds for a “Never Off” wearing experience. 

Official WEB page:
https://www.sony.co.uk/electronics/truly-wireless/wf-l900

 #Sony #LinkBuds #NeverOff #LinkBudsNeverOff",2022-02-15T17:00:27Z,"sony,sony electronics,entertainment,technology,sony corporation,sony group,tech,LinkBuds,Link,buds,WF,L900,WF-L900,1000X,headphones,headphone,true,truly,wireless,industry,leading,earbuds,ear buds,earphones,earphone,in ear,smart,listening,Adaptive,Volume,ambient,transparent,sound,quality,call,audio,control,touch,hands-free,DSEE,battery,charging,bluetooth,stable,connect,light,small,compact,noise,reduction,Google,Amazon,Alexa,spotify,tap,quick,automatic,360,Never off,connected,YY2953",815593,17538.0,,643,94,1.2227781109445277,0.021503372392847903,,0.0007883834216330939,57,2.3941651016596963,0.007838115910050514,,0.00024934241039184746
